passengerId,longestRun
1342,11
1591,11
2563,11
1303,11
1903,11
6622,11
7850,11
3220,11
3876,11
4042,11
7120,11
4294,11
4307,11
8501,11
2802,11
857,11
2479,11
3149,11
1417,11
4182,11
4798,11
683,11
211,11
1183,11
2212,11
2683,11
5592,11
10015,11
1752,11
11041,11
2758,11
7321,11
1493,11
2610,11
2754,11
4919,11
271,11
3123,11
4025,11
7711,11
4523,11
5422,11
1208,11
3260,11
8355,11
578,11
8270,11
10227,11
601,11
4090,11
5905,11
9522,11
1886,11
4336,11
230,11
4280,11
11353,11
360,11
1505,11
11513,11
47,11
1456,11
6326,11
7890,11
2306,11
618,11
694,11
1586,11
7902,11
1774,11
9516,11
660,11
5303,11
4656,11
8025,11
1008,11
3059,11
10046,11
3622,11
3861,11
4315,11
2600,11
8158,11
4450,11
1822,11
2536,11
9991,11
10937,11
5777,11
4013,11
6878,11
867,11
1783,11
2292,11
5325,11
11011,11
2026,11
2560,11
3529,11
3690,11
5510,11
5246,11
6032,11
12323,11
2177,11
3012,11
4846,11
3759,11
4226,11
266,11
2458,11
7832,11
9623,11
4543,11
3677,11
5546,11
4927,11
2571,11
2844,11
4237,11
5917,11
5738,11
9351,11
1521,11
7549,11
9659,11
117,11
1225,11
936,11
1692,11
7068,11
7319,11
1321,11
1452,11
8390,11
5420,11
2565,11
4967,11
7727,11
10799,11
358,11
3637,11
3907,11
1950,11
3609,11
5869,11
6019,11
6523,11
9951,11
383,11
2468,11
61,11
461,11
993,11
4717,11
8137,11
10758,11
1696,11
2401,11
3839,11
3420,11
3298,11
4285,11
7515,11
9114,11
11296,11
5741,11
7327,11
11767,11
2720,11
1057,11
1865,11
6707,11
3065,11
8579,11
4184,11
6874,11
1539,11
3934,11
9466,11
1643,11
2561,11
4650,11
4897,11
6089,11
960,11
4444,11
5503,11
6369,11
1779,11
2204,11
2993,11
4646,11
6003,11
930,11
4054,11
5418,11
1677,11
2665,11
4682,11
5596,11
10757,11
877,11
1432,11
624,11
1662,11
1849,11
5481,11
10541,11
627,11
2097,11
9696,11
3662,11
7799,11
1229,11
994,11
2119,11
3090,11
5451,11
4253,11
8398,11
9057,11
11548,11
1020,11
7350,11
9828,11
4497,11
6064,11
239,11
3361,11
9649,11
3193,11
4687,11
7656,11
9386,11
3855,11
3998,11
4814,11
8180,11
3600,11
4969,11
10067,11
3463,11
4496,11
1325,11
5796,11
249,11
7706,11
3317,11
5101,11
889,11
3492,11
6807,11
816,11
3851,11
5613,11
5850,11
6858,11
2529,11
1666,11
4255,11
3106,11
477,11
1423,11
11137,11
528,11
4945,11
5757,11
9063,11
3064,11
1465,11
2868,11
3303,11
3385,11
5390,11
2274,11
2573,11
3820,11
4791,11
3077,11
4072,11
469,11
2088,11
3311,11
3493,11
6585,11
2160,11
4170,11
5464,11
6903,11
953,11
4675,11
1511,11
4551,11
574,11
2816,11
3230,11
3977,11
9956,11
7185,11
9000,11
11896,11
298,11
4316,11
6733,11
6881,11
3367,11
3380,11
3642,11
5955,11
8729,11
3238,11
6580,11
147,11
6036,11
3442,11
4609,11
1693,11
1728,11
1753,11
1992,11
4056,11
5944,11
7243,11
9661,11
7582,11
119,11
3286,11
773,11
6208,11
3483,11
6652,11
9017,11
3299,11
4988,11
942,11
2243,11
8539,11
9400,11
1202,11
682,11
2465,11
9068,11
4904,11
628,11
2423,11
996,11
7679,11
8358,11
7507,11
947,11
4330,11
6352,11
1097,11
3368,11
5435,11
5477,11
878,11
7770,11
1476,11
2457,11
