passengerId,longestRun
148,10
1829,10
5803,10
9376,10
1322,10
1352,10
5984,10
1884,10
1975,10
3490,10
4364,10
4957,10
255,10
2559,10
3631,10
6864,10
8229,10
853,10
8450,10
1808,10
3657,10
5867,10
5920,10
8664,10
9867,10
633,10
1160,10
10435,10
2173,10
4713,10
5383,10
8350,10
11478,10
1525,10
1700,10
2294,10
1404,10
1378,10
7602,10
874,10
4896,10
2079,10
2180,10
2905,10
3650,10
4083,10
1030,10
1034,10
9366,10
2032,10
4695,10
332,10
5095,10
5212,10
6437,10
7192,10
8826,10
5606,10
3587,10
8290,10
3512,10
4899,10
5401,10
2939,10
6810,10
7020,10
9601,10
11282,10
738,10
2701,10
3912,10
10728,10
2975,10
4363,10
2127,10
3184,10
4389,10
10760,10
3888,10
4177,10
1332,10
1796,10
8427,10
625,10
3689,10
7551,10
157,10
758,10
5042,10
11026,10
2181,10
4459,10
5084,10
9059,10
11273,10
8621,10
1300,10
2109,10
5361,10
3104,10
3919,10
8010,10
3940,10
10377,10
1311,10
5450,10
7898,10
8751,10
1266,10
6099,10
3970,10
4663,10
10613,10
11180,10
896,10
1391,10
2786,10
10407,10
11050,10
4614,10
5204,10
6294,10
1616,10
7616,10
1399,10
4288,10
8238,10
9476,10
3572,10
6759,10
86,10
760,10
4420,10
11142,10
11332,10
2158,10
998,10
3549,10
4202,10
9309,10
1627,10
6764,10
429,10
4562,10
283,10
431,10
1670,10
2185,10
4564,10
12358,10
3120,10
5553,10
6088,10
8548,10
9834,10
6978,10
10458,10
919,10
2651,10
9816,10
3209,10
3049,10
4125,10
7532,10
8363,10
7868,10
3894,10
4529,10
6261,10
6541,10
7191,10
7601,10
9385,10
4212,10
1436,10
2554,10
3635,10
3930,10
4483,10
9822,10
10083,10
13221,10
415,10
1186,10
2153,10
3119,10
6141,10
3931,10
9906,10
11073,10
554,10
1002,10
8288,10
1326,10
3573,10
4017,10
7870,10
455,10
2569,10
4393,10
1151,10
1253,10
1827,10
2346,10
2545,10
3112,10
4235,10
4460,10
7148,10
3612,10
10398,10
4037,10
5446,10
9992,10
1470,10
2841,10
9031,10
9610,10
1330,10
1654,10
5166,10
8196,10
8590,10
2732,10
5411,10
9066,10
675,10
4933,10
8102,10
1624,10
2534,10
2556,10
9355,10
11136,10
316,10
3163,10
3784,10
5404,10
10740,10
486,10
1966,10
3471,10
6512,10
8297,10
8556,10
202,10
891,10
2926,10
4059,10
6447,10
8117,10
4946,10
7774,10
4593,10
5661,10
8262,10
2759,10
2783,10
3615,10
5800,10
7451,10
8904,10
3300,10
5943,10
1982,10
1850,10
10212,10
1369,10
8596,10
8979,10
4075,10
5767,10
9256,10
10479,10
7039,10
7379,10
1789,10
4440,10
7603,10
7724,10
4613,10
7638,10
5795,10
9294,10
2581,10
10024,10
3889,10
4066,10
687,10
5925,10
10722,10
2959,10
3465,10
5022,10
7713,10
2935,10
11175,10
130,10
9259,10
1531,10
10496,10
247,10
7620,10
9742,10
565,10
3777,10
4010,10
5799,10
7883,10
439,10
585,10
1837,10
794,10
1555,10
9875,10
3052,10
5393,10
4035,10
8671,10
2516,10
8965,10
524,10
7477,10
2358,10
5260,10
6809,10
4008,10
8995,10
2498,10
3101,10
3707,10
10465,10
11528,10
7200,10
7862,10
9127,10
11416,10
4292,10
4673,10
1214,10
3518,10
3807,10
4722,10
10525,10
4052,10
8223,10
9634,10
11066,10
1611,10
1715,10
3618,10
5356,10
6535,10
1320,10
7951,10
1447,10
2793,10
5410,10
4404,10
7827,10
11300,10
80,10
1528,10
3551,10
11472,10
12371,10
1368,10
2033,10
1419,10
4862,10
5733,10
8295,10
9954,10
5027,10
6159,10
7511,10
10753,10
5434,10
5978,10
411,10
2123,10
4063,10
6843,10
7163,10
7318,10
226,10
5368,10
1289,10
2125,10
3177,10
6725,10
1548,10
3233,10
352,10
866,10
3477,10
3547,10
6507,10
1257,10
1308,10
4275,10
5007,10
3466,10
5779,10
5812,10
7195,10
752,10
1173,10
1631,10
2216,10
4696,10
6731,10
1053,10
8149,10
4241,10
8386,10
382,10
11046,10
2530,10
10616,10
141,10
1532,10
3992,10
4516,10
4746,10
5046,10
8463,10
592,10
3565,10
5438,10
5747,10
272,10
3041,10
7544,10
7593,10
254,10
534,10
5842,10
1554,10
1842,10
3995,10
170,10
2527,10
4449,10
2693,10
6468,10
1573,10
2400,10
6743,10
10357,10
1794,10
4004,10
4268,10
10784,10
3903,10
4728,10
5815,10
10576,10
2459,10
6242,10
2767,10
910,10
5021,10
7671,10
8387,10
546,10
3928,10
4089,10
8994,10
4165,10
4514,10
6475,10
7307,10
1563,10
1106,10
9356,10
1437,10
1954,10
9744,10
79,10
4856,10
8089,10
1070,10
2974,10
3942,10
4665,10
5746,10
8050,10
9026,10
3921,10
6860,10
9049,10
12144,10
1819,10
5644,10
7668,10
1112,10
1652,10
2642,10
3186,10
7809,10
4388,10
10778,10
5459,10
8833,10
3005,10
6111,10
184,10
2766,10
4346,10
915,10
3176,10
275,10
802,10
1376,10
3021,10
3312,10
5456,10
8542,10
10908,10
2586,10
3887,10
4341,10
4659,10
7756,10
7777,10
681,10
5419,10
11276,10
4674,10
864,10
4179,10
8101,10
8920,10
4744,10
6061,10
9321,10
11074,10
949,10
4398,10
8289,10
4373,10
11095,10
11359,10
841,10
2546,10
11324,10
2184,10
4811,10
701,10
2713,10
1656,10
8754,10
517,10
1138,10
6819,10
7874,10
