passengerId,longestRun
1342,12
1591,12
2563,12
1303,12
1903,12
6622,12
7850,12
3220,12
3876,12
7120,12
3913,12
4307,12
2156,12
2802,12
857,12
2479,12
3149,12
1417,12
1468,12
4798,12
2294,12
11450,12
1183,12
4917,12
2683,12
5592,12
10015,12
1826,12
8132,12
11041,12
2758,12
4700,12
9700,12
1493,12
4919,12
271,12
606,12
3370,12
5764,12
3587,12
3512,12
6030,12
2939,12
4523,12
223,12
2090,12
5422,12
1208,12
1775,12
3260,12
8355,12
578,12
926,12
8270,12
4070,12
4090,12
5905,12
9522,12
4336,12
9077,12
230,12
4280,12
157,12
758,12
5787,12
1505,12
11513,12
1456,12
6326,12
6339,12
7890,12
1613,12
2306,12
618,12
694,12
1586,12
1774,12
1266,12
4656,12
10046,12
363,12
2138,12
3622,12
4315,12
2600,12
8121,12
1822,12
3572,12
9991,12
7793,12
6878,12
867,12
4993,12
5120,12
2026,12
4012,12
1538,12
2185,12
5510,12
4166,12
6032,12
12323,12
919,12
3012,12
4226,12
3702,12
2458,12
7832,12
2197,12
2844,12
9369,12
4237,12
5917,12
9822,12
9351,12
1314,12
1521,12
7549,12
117,12
936,12
1002,12
1692,12
7068,12
1321,12
3573,12
8390,12
4416,12
4235,12
5420,12
6289,12
10398,12
4967,12
358,12
3637,12
3907,12
1950,12
3609,12
5869,12
6523,12
9951,12
2468,12
61,12
461,12
993,12
2401,12
3839,12
8556,12
3420,12
3773,12
3298,12
4285,12
3779,12
5997,12
7515,12
9114,12
7327,12
2720,12
1057,12
1982,12
6707,12
3065,12
3875,12
4184,12
6874,12
1539,12
456,12
1643,12
2561,12
4897,12
6089,12
4444,12
5503,12
6369,12
2993,12
4020,12
4646,12
6003,12
930,12
2159,12
4054,12
2959,12
3292,12
1677,12
4682,12
5596,12
6857,12
10757,12
877,12
2935,12
1662,12
10446,12
1849,12
2097,12
9696,12
3662,12
1229,12
7508,12
994,12
1555,12
5451,12
4253,12
7526,12
8398,12
9057,12
11548,12
10004,12
9828,12
239,12
3361,12
9649,12
4687,12
7656,12
8348,12
3855,12
3518,12
3998,12
8180,12
4969,12
10067,12
3463,12
4496,12
1325,12
5796,12
249,12
3297,12
289,12
889,12
3492,12
3551,12
6807,12
816,12
3851,12
10454,12
5613,12
9688,12
1419,12
5850,12
6159,12
1709,12
4053,12
4255,12
3106,12
4069,12
2123,12
11137,12
528,12
4945,12
5757,12
7336,12
1465,12
3303,12
4972,12
3385,12
3547,12
5390,12
2274,12
2573,12
3820,12
4791,12
752,12
1053,12
3077,12
75,12
382,12
469,12
2088,12
3311,12
7851,12
3493,12
6585,12
2432,12
4170,12
5464,12
6903,12
953,12
3565,12
4675,12
1511,12
4551,12
2816,12
3230,12
9956,12
611,12
9000,12
11896,12
6733,12
6881,12
3367,12
3735,12
3380,12
3642,12
5955,12
7801,12
8729,12
3238,12
4152,12
6580,12
8956,12
10478,12
11957,12
4609,12
1693,12
1728,12
2303,12
2773,12
1753,12
4056,12
5944,12
3665,12
9661,12
135,12
7582,12
119,12
2124,12
3286,12
2162,12
2974,12
3921,12
3483,12
6652,12
9017,12
3299,12
4988,12
7636,12
2243,12
5533,12
6111,12
9400,12
2465,12
3491,12
311,12
2423,12
996,12
4019,12
4430,12
7679,12
8358,12
947,12
1762,12
2501,12
6352,12
7747,12
5435,12
5477,12
878,12
2713,12
517,12
1476,12
