passengerId,longestRun
3794,13
1025,13
4190,13
1143,13
2776,13
2231,13
2488,13
5740,13
7661,13
8501,13
4092,13
1888,13
4097,13
7726,13
3152,13
126,13
2212,13
1201,13
1772,13
8411,13
4876,13
4538,13
253,13
1955,13
4209,13
8260,13
1046,13
860,13
3171,13
3859,13
3519,13
6100,13
4397,13
3071,13
3963,13
360,13
3920,13
416,13
6067,13
3029,13
9516,13
4451,13
6382,13
8007,13
2941,13
674,13
9752,13
274,13
8562,13
4016,13
6060,13
1155,13
2685,13
2911,13
4220,13
1218,13
2196,13
2537,13
1646,13
2292,13
7680,13
6900,13
3529,13
2653,13
3709,13
4852,13
4399,13
3364,13
5010,13
8702,13
3249,13
9202,13
5015,13
7682,13
1739,13
3332,13
6584,13
262,13
1946,13
269,13
5876,13
4353,13
1828,13
8510,13
3410,13
9098,13
1108,13
9069,13
2702,13
2861,13
398,13
4983,13
7433,13
8552,13
3468,13
8579,13
1386,13
485,13
1272,13
441,13
7685,13
2204,13
2030,13
7825,13
8998,13
3002,13
637,13
2272,13
446,13
1498,13
3169,13
3356,13
649,13
4009,13
443,13
5278,13
6080,13
4329,13
5615,13
928,13
1230,13
2143,13
9101,13
2851,13
7463,13
5798,13
7540,13
2728,13
3343,13
9699,13
10440,13
2482,13
1343,13
3600,13
5922,13
8461,13
9540,13
1333,13
4395,13
3414,13
4473,13
9997,13
356,13
3278,13
1484,13
2596,13
4193,13
6758,13
4554,13
5958,13
8197,13
1454,13
6823,13
1853,13
5479,13
7716,13
2201,13
2544,13
3716,13
1637,13
1782,13
3307,13
6987,13
4339,13
8735,13
859,13
8988,13
1023,13
5116,13
2503,13
2550,13
4990,13
11834,13
7373,13
4407,13
10229,13
3178,13
1472,13
9683,13
8017,13
10196,13
638,13
975,13
1678,13
2411,13
4468,13
5377,13
5414,13
5491,13
7243,13
248,13
6575,13
6805,13
3536,13
5734,13
5977,13
9665,13
773,13
3880,13
905,13
1004,13
5643,13
4671,13
5873,13
4955,13
2869,13
7643,13
8539,13
1371,13
2446,13
8320,13
2325,13
5707,13
8167,13
10085,13
628,13
4677,13
1338,13
2500,13
11166,13
8871,13
2626,13
8235,13
1424,13
2509,13
7811,13
7565,13
9532,13
4178,13
4607,13
7505,13
187,13
393,13
954,13
9460,13
1413,13
