passengerId,longestRun
496,3
1959,3
2659,3
2866,3
4519,3
4935,3
7982,3
7993,3
8086,3
8638,3
10623,3
12046,3
12799,3
14570,3
858,3
1127,3
1395,3
2999,3
11710,3
2393,3
3213,3
3352,3
5173,3
11639,3
11800,3
12139,3
13060,3
13875,3
13910,3
15162,3
808,3
2525,3
9071,3
11630,3
12292,3
13188,3
13508,3
13916,3
2622,3
3377,3
6500,3
6934,3
9647,3
13225,3
13923,3
14660,3
4477,3
5110,3
12264,3
3062,3
4859,3
5140,3
7736,3
8534,3
8612,3
8640,3
10611,3
10882,3
11287,3
12260,3
7912,3
10532,3
11024,3
11894,3
12118,3
12344,3
12757,3
14532,3
15348,3
4119,3
8628,3
9488,3
12523,3
13214,3
15164,3
976,3
7092,3
9730,3
11589,3
11609,3
12336,3
13003,3
13172,3
13915,3
13967,3
7359,3
10715,3
13720,3
13994,3
34,3
1924,3
2663,3
11333,3
11346,3
12179,3
12494,3
13170,3
2771,3
2907,3
7173,3
12127,3
13220,3
13960,3
14101,3
15116,3
3008,3
3313,3
5254,3
7048,3
8325,3
9416,3
10272,3
10587,3
11672,3
11912,3
13109,3
13726,3
13904,3
14525,3
3841,3
7935,3
8478,3
10254,3
12055,3
2044,3
4155,3
4826,3
8090,3
8395,3
8500,3
10580,3
13415,3
13738,3
13836,3
13873,3
14647,3
15105,3
842,3
5188,3
6476,3
8809,3
12102,3
12711,3
12725,3
13139,3
14496,3
15332,3
9029,3
12597,3
12705,3
13946,3
15132,3
1480,3
3013,3
5040,3
8417,3
12187,3
12575,3
14783,3
2023,3
7116,3
8864,3
9120,3
11133,3
11638,3
12329,3
13409,3
13497,3
13524,3
13992,3
15203,3
3387,3
10732,3
11547,3
11777,3
12731,3
13730,3
14375,3
15345,3
1135,3
2738,3
3069,3
5214,3
6391,3
6491,3
7250,3
7290,3
7732,3
9787,3
9842,3
11801,3
12347,3
13811,3
14439,3
1148,3
3010,3
10094,3
11604,3
12709,3
13584,3
14128,3
4368,3
7311,3
11598,3
13547,3
973,3
5322,3
11736,3
12652,3
13101,3
13191,3
14036,3
2920,3
3083,3
3325,3
4033,3
6970,3
7055,3
8133,3
8306,3
10285,3
12536,3
13117,3
13125,3
13290,3
13766,3
13958,3
15152,3
4910,3
8318,3
11517,3
12489,3
14041,3
14151,3
15357,3
1978,3
2022,3
6650,3
6792,3
11608,3
13122,3
1290,3
1582,3
5190,3
6178,3
