passengerId,longestRun
148,11
1829,11
1322,11
1975,11
3490,11
4042,11
4364,11
4294,11
2559,11
3631,11
6864,11
853,11
1808,11
3657,11
5867,11
5920,11
8664,11
9867,11
633,11
1160,11
4182,11
5383,11
8350,11
683,11
1525,11
211,11
1378,11
7602,11
2079,11
2905,11
3650,11
1034,11
1752,11
9366,11
10354,11
2032,11
4695,11
7321,11
332,11
2610,11
2754,11
5095,11
6437,11
7192,11
8826,11
3123,11
5606,11
7662,11
8290,11
4025,11
5401,11
7711,11
6810,11
738,11
3912,11
10728,11
2975,11
4363,11
10227,11
3184,11
3546,11
4389,11
601,11
3888,11
4177,11
1332,11
1886,11
8427,11
3689,11
5042,11
11353,11
4459,11
5084,11
9059,11
11273,11
47,11
8621,11
1300,11
5361,11
3104,11
3919,11
3940,11
7902,11
10377,11
1311,11
5450,11
7898,11
660,11
5303,11
6099,11
3970,11
4663,11
8025,11
11180,11
896,11
1008,11
2786,11
3059,11
3861,11
5204,11
6294,11
8158,11
4450,11
6112,11
1399,11
8238,11
9476,11
2536,11
6759,11
86,11
760,11
10937,11
5777,11
3549,11
4013,11
1627,11
1783,11
5325,11
429,11
11011,11
4562,11
283,11
1994,11
431,11
1670,11
4564,11
12358,11
2560,11
3120,11
3690,11
5246,11
5553,11
8548,11
9505,11
9834,11
6978,11
2177,11
2651,11
4846,11
9816,11
10306,11
3209,11
8234,11
2223,11
3049,11
3759,11
7532,11
8363,11
7868,11
266,11
3894,11
6261,11
6541,11
7191,11
7601,11
9623,11
4212,11
4543,11
3677,11
4454,11
5546,11
4927,11
1436,11
2554,11
2571,11
3930,11
4483,11
10083,11
13221,11
415,11
5738,11
1186,11
3119,11
6141,11
9659,11
1225,11
2987,11
3931,11
9906,11
11073,11
554,11
7319,11
8288,11
8557,11
1452,11
7870,11
2569,11
4393,11
1151,11
1253,11
2346,11
2545,11
3112,11
4460,11
2565,11
9992,11
1470,11
2841,11
9031,11
9610,11
1330,11
1654,11
5166,11
7727,11
8590,11
10799,11
2732,11
5411,11
9066,11
675,11
6019,11
8102,11
383,11
1624,11
2534,11
9355,11
11136,11
316,11
3784,11
5404,11
8589,11
10740,11
3471,11
4717,11
8137,11
10758,11
1696,11
6512,11
8297,11
202,11
374,11
891,11
2279,11
2926,11
6447,11
8117,11
4946,11
4593,11
11296,11
2759,11
2783,11
3615,11
5741,11
7451,11
8904,11
11767,11
2588,11
3300,11
746,11
1865,11
2206,11
10212,11
8596,11
8979,11
739,11
5767,11
6138,11
9256,11
3934,11
7039,11
9466,11
4650,11
9524,11
960,11
4613,11
9294,11
10837,11
1779,11
2581,11
687,11
5925,11
10722,11
3465,11
5418,11
2665,11
1432,11
11175,11
130,11
624,11
1531,11
5481,11
10541,11
627,11
9742,11
565,11
3777,11
4010,11
5799,11
7799,11
7883,11
585,11
1837,11
2119,11
3090,11
3052,11
5393,11
448,11
3867,11
8671,11
1001,11
1020,11
2516,11
7350,11
8965,11
524,11
4497,11
6064,11
7477,11
2358,11
5260,11
6809,11
3193,11
4008,11
8995,11
2498,11
3101,11
3707,11
7200,11
7862,11
3597,11
9386,11
11416,11
4292,11
4673,11
1214,11
3807,11
4722,11
4814,11
10525,11
8223,11
9634,11
11066,11
1611,11
1715,11
5356,11
6535,11
1320,11
7951,11
10858,11
1447,11
2793,11
5410,11
7706,11
7827,11
3317,11
5101,11
80,11
1528,11
3486,11
12371,11
795,11
4862,11
6858,11
8295,11
9954,11
5027,11
3755,11
7511,11
10753,11
2529,11
1666,11
5978,11
411,11
477,11
1423,11
4063,11
6843,11
7163,11
7318,11
226,11
5368,11
1289,11
3177,11
6725,11
9063,11
3064,11
1548,11
2868,11
3233,11
866,11
6507,11
1257,11
4275,11
5007,11
3466,11
5779,11
5812,11
7195,11
2216,11
4696,11
6731,11
4072,11
8149,11
3553,11
4241,11
8386,11
11046,11
2530,11
10616,11
141,11
724,11
1532,11
2160,11
4516,11
4746,11
5046,11
8463,11
5438,11
3041,11
7593,11
378,11
5842,11
6121,11
574,11
1554,11
1842,11
3977,11
7185,11
298,11
2693,11
1573,11
2400,11
4316,11
6743,11
10357,11
4004,11
4268,11
10784,11
4728,11
5815,11
2459,11
2767,11
147,11
910,11
6036,11
8387,11
3442,11
3928,11
8994,11
4514,11
7307,11
1992,11
1563,11
9356,11
1437,11
1954,11
9744,11
4856,11
7007,11
8089,11
5746,11
8050,11
2548,11
6208,11
6860,11
1819,11
5644,11
7668,11
1652,11
2642,11
3186,11
7809,11
6800,11
10778,11
5459,11
942,11
3005,11
1202,11
2766,11
682,11
915,11
3176,11
275,11
802,11
1376,11
3021,11
5456,11
8542,11
9068,11
10179,11
2586,11
3887,11
4659,11
4904,11
5419,11
4674,11
864,11
4179,11
8101,11
8920,11
2676,11
4744,11
6061,11
9321,11
11074,11
1013,11
2528,11
949,11
4398,11
7507,11
4330,11
1097,11
4171,11
11095,11
3368,11
841,11
2546,11
7770,11
4811,11
701,11
8754,11
1138,11
2457,11
2965,11
7874,11
