passengerId,longestRun
9441,19
288,19
2867,18
2437,18
3608,18
2068,18
950,17
2857,17
3173,17
1651,17
1074,17
3309,17
92,17
721,17
3117,17
5668,17
2378,17
798,17
1337,17
888,17
525,17
1265,16
4774,16
4200,16
1769,16
4641,16
1464,16
4816,16
1240,16
1158,16
4552,16
437,16
10795,16
2717,16
1598,16
459,16
7837,16
5769,16
2251,16
5416,16
4827,16
2518,16
1482,16
3409,16
3078,16
6777,16
4335,16
2969,16
3837,16
392,15
772,15
5447,15
210,15
3279,15
2789,15
10461,15
972,15
1242,15
139,15
10569,15
1818,15
7581,15
6027,15
5716,15
1733,15
8679,15
2910,15
4441,15
1800,15
2734,15
5423,15
8529,15
3545,15
813,15
664,15
3405,15
1673,15
2262,15
391,15
6113,15
8353,15
5711,15
264,15
1581,15
9252,15
9410,15
11198,15
763,15
4082,15
2408,15
335,15
10329,15
3802,15
662,15
2747,15
4611,15
5332,15
3924,15
2065,15
276,15
8981,15
5380,15
407,15
