passengerId,longestRun
9465,9
1507,9
2387,9
2811,9
4161,9
7417,9
11280,9
8257,9
9383,9
10798,9
2443,9
1977,9
5513,9
12210,9
481,9
588,9
3028,9
3105,9
5995,9
6832,9
1466,9
6010,9
8927,9
9721,9
11014,9
918,9
5457,9
8146,9
9433,9
10267,9
375,9
876,9
11954,9
1863,9
3431,9
5605,9
5771,9
9097,9
8961,9
756,9
4153,9
6056,9
6737,9
2662,9
4088,9
8698,9
9217,9
2463,9
497,9
6855,9
10449,9
300,9
3151,9
2752,9
3403,9
3624,9
3626,9
10354,9
12582,9
5759,9
6011,9
6936,9
831,9
1269,9
1927,9
6865,9
7122,9
8822,9
12298,9
2134,9
2322,9
4199,9
7662,9
11823,9
5448,9
1085,9
2323,9
2497,9
5238,9
6956,9
7556,9
7718,9
8782,9
9712,9
10010,9
3353,9
5069,9
5328,9
5465,9
5841,9
602,9
5886,9
6896,9
8351,9
13781,9
663,9
3216,9
4047,9
4227,9
4526,9
5765,9
7710,9
7742,9
822,9
3546,9
10684,9
2031,9
4387,9
6465,9
9653,9
1961,9
2521,9
2725,9
4203,9
12088,9
12146,9
6071,9
6503,9
8851,9
232,9
6898,9
9988,9
855,9
5478,9
8399,9
9247,9
2064,9
4384,9
4655,9
6960,9
827,9
1055,9
3293,9
6515,9
6560,9
7398,9
7560,9
8015,9
696,9
5354,9
1723,9
2108,9
10235,9
1626,9
2886,9
6778,9
6932,9
2760,9
3206,9
3421,9
3636,9
3923,9
2054,9
2614,9
2781,9
7725,9
7768,9
11917,9
1504,9
2780,9
3208,9
4338,9
3147,9
2575,9
3754,9
6112,9
7733,9
10975,9
1323,9
1770,9
5082,9
5231,9
9157,9
9493,9
1682,9
3720,9
6827,9
852,9
4565,9
4672,9
1082,9
2879,9
7595,9
9833,9
1956,9
9052,9
9707,9
839,9
2326,9
9980,9
1994,9
2681,9
4620,9
692,9
2712,9
5564,9
11211,9
1273,9
10104,9
10899,9
11594,9
570,9
9505,9
9660,9
10963,9
13215,9
966,9
2666,9
6086,9
6308,9
7559,9
4603,9
10306,9
1499,9
6994,9
8234,9
10017,9
1191,9
2223,9
2613,9
6181,9
6323,9
7703,9
620,9
4765,9
6043,9
732,9
1930,9
11192,9
2128,9
6529,9
10767,9
11214,9
258,9
1232,9
4454,9
7520,9
9305,9
2105,9
8614,9
8912,9
9964,9
10394,9
1420,9
6833,9
6985,9
9539,9
10447,9
419,9
5054,9
5489,9
7667,9
7859,9
1128,9
1475,9
2176,9
4322,9
4494,9
7831,9
8909,9
9858,9
4623,9
5594,9
1490,9
2743,9
2987,9
4130,9
3694,9
8557,9
154,9
1181,9
4249,9
6414,9
484,9
607,9
2190,9
5572,9
8474,9
10484,9
43,9
10442,9
511,9
7903,9
5744,9
9364,9
10016,9
2106,9
5941,9
6471,9
165,9
854,9
1831,9
2036,9
2620,9
5471,9
207,9
1635,9
4930,9
6256,9
8189,9
2336,9
4113,9
937,9
3301,9
5409,9
7538,9
8365,9
8589,9
1487,9
2567,9
2887,9
3634,9
5372,9
7842,9
374,9
2279,9
3122,9
6006,9
7509,9
17,9
3451,9
4576,9
5342,9
4023,9
9095,9
505,9
1293,9
1403,9
2244,9
7645,9
