passengerId,longestRun
833,13
392,13
451,13
2488,13
2656,13
5740,13
7661,13
4092,13
362,13
7726,13
772,13
7118,13
8036,13
4876,13
1955,13
4209,13
8260,13
350,13
2684,13
3171,13
6100,13
3071,13
3180,13
11483,13
3670,13
1288,13
3029,13
603,13
8007,13
5959,13
5819,13
4016,13
6060,13
2685,13
2196,13
2537,13
3645,13
7680,13
6900,13
1444,13
6050,13
920,13
5467,13
1917,13
2412,13
3937,13
5015,13
1739,13
1250,13
6584,13
64,13
4247,13
2910,13
6084,13
5330,13
6166,13
269,13
8024,13
1828,13
4542,13
6059,13
2702,13
6882,13
398,13
8529,13
3468,13
3545,13
6591,13
3093,13
1254,13
1315,13
8998,13
4009,13
6093,13
8821,13
2262,13
5278,13
6080,13
4632,13
6113,13
6548,13
2143,13
5136,13
2728,13
9699,13
10440,13
1343,13
4395,13
3414,13
9620,13
3278,13
763,13
1484,13
2596,13
4193,13
8704,13
3461,13
3153,13
3801,13
1454,13
968,13
1740,13
7716,13
4502,13
2544,13
1637,13
6987,13
10329,13
8609,13
8684,13
2604,13
11834,13
4802,13
1196,13
4283,13
4407,13
9683,13
638,13
975,13
3883,13
1678,13
199,13
690,13
5081,13
248,13
6805,13
5977,13
5643,13
4671,13
4903,13
4955,13
5009,13
5198,13
5707,13
8167,13
8048,13
2509,13
187,13
393,13
1413,13
